file_path,line_number,line_text,is_level_symbol,detected_symbol,symbol_category,has_comma_after_symbol
"data/filted/TPDM,109,易,187,20250116,1.json",280,伍、關於公訴意旨一之被告邱創智、梁志遠、邱靖貽部分,True,伍,大寫中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",311,一、被告邱創智、梁志遠均未具律師資格，被告邱靖貽領有法務,True,一,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",317,一編號7「委託人」欄所示之人委任處理本院105年度店簡字,True,一,中文數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",331,二、查本案合資契約第2條記載：「甲乙丙(按依序為被告邱創智,True,二,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",342,三、依卷內現存事證，就被告邱靖貽等3人實際合夥經營「宸翰,True,三,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",345,㈠證人吳甲乙證稱：我記得邱創智公司名稱是宸翰公司等語(見,True,㈠,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",364,㈡附表一編號1之案件，係由吳甲乙、被告邱靖貽簽立委任契約,True,㈡,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",378,㈢經本院勘驗現名為「宸翰法律事務所」之臉書粉絲專頁紀錄,True,㈢,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",389,㈣依本案合資契約上開條約內容，可見被告邱靖貽等3人約定合,True,㈣,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",394,㈤從而，公訴意旨固稱被告邱靖貽等3人於104年7月至105年底,True,㈤,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",398,四、公訴意旨固稱被告邱靖貽等3人以合資經營宸翰公司方式，,True,四,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",402,㈠按各合夥人之出資及其他合夥財產，為合夥人全體之公同共,True,㈠,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",414,㈡被告邱靖貽、梁志遠均曾分別以梁志遠顧問工作室、邱靖貽,True,㈡,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",432,五、被告邱靖貽固受附表一編號1至6 、8 至10「委託人」欄所,True,五,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",444,六、綜上所述，本件檢察官起訴所憑之證據，尚未達於通常一般,True,六,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",448,陸、關於公訴意旨二之被告邱創智、林延慶部分,True,陸,大寫中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",459,一、被告邱創智未具律師資格，被告林延慶領有法務部96臺檢證,True,一,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",476,二、按稱合夥者，謂二人以上互約出資以經營共同事業之契約，,True,二,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",486,二人以上互約出資，實際經營事務所執行業務之共同事業，,True,二,中文數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",489,三、縱被告邱創智有如公訴意旨所稱對外招攬、參與附表二案件,True,三,中文數字,True
"data/filted/TPDM,109,易,187,20250116,1.json",496,㈠被告林延慶等2人間曾透過Line而為如附表四所示對話內容，,True,㈠,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",503,申報書可參(見他8031號卷一第435頁），審酌被告林延慶於,True,申,地支,False
"data/filted/TPDM,109,易,187,20250116,1.json",507,㈡倘若被告林延慶等2人係合夥經營宸翰法律事務所，依前揭民,True,㈡,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",514,二案件處理情形，即推論宸翰法律事務所之整體經營狀態。,True,二,中文數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",524,㈢至附表二案件之委託人主觀上如何認知、解讀被告林延慶等2,True,㈢,圍字數字,False
"data/filted/TPDM,109,易,187,20250116,1.json",530,四、綜上所述，依卷內現有事證，尚難證明被告林延慶等2人確,True,四,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",26,壹、有罪部分：,True,壹,大寫中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",27,一、程序方面：,True,一,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",28,㈠、本案逮捕被告林煒翔之程序為合法：,True,㈠,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",85,㈡、本案司法警察對被告所為採尿程序為合法：,True,㈡,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",103,㈢、除前揭被告有爭執之部分外，本判決所引用下列各項審判外,True,㈢,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",112,二、得心證之理由：,True,二,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",116,㈠、被告於110年1月15日下午5時40分為警所採尿液，係由被告本,True,㈠,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",122,㈡、上開尿液檢體經送台灣尖端先進生技醫藥股份有限公司（下,True,㈡,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",132,㈢、依毒品檢驗學上之常規，尿液中含毒品成分反應所使用之檢,True,㈢,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",153,㈣、再參以被告於偵查時、本院訊問時，原均坦承其有施用古柯,True,㈣,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",162,㈤、綜上所述，本案事證明確，被告嗣後改口辯稱沒有施用古柯,True,㈤,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",165,三、論罪科刑之法律適用：,True,三,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",166,㈠、按古柯鹼、大麻分別係毒品危害防制條例第2條第2項第1款、,True,㈠,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",174,㈡、爰以行為人之責任為基礎，審酌被告前因施用毒品案件，經,True,㈡,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",194,貳、無罪部分：,True,貳,大寫中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",195,一、公訴意旨另以：被告基於施用第二級毒品GHB之犯意，於110,True,一,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",200,二、按犯罪事實應依證據認定之，無證據不得認定犯罪事實；不,True,二,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",214,三、公訴意旨認被告另涉犯施用第二級毒品GHB罪嫌，無非係以,True,三,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",219,四、訊據被告固坦承扣案液體4瓶均為伊所有，且有於上開時、,True,四,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",225,㈠、被告於110年1月15日中午12時許，在臺北市萬華區西門町某,True,㈠,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",235,㈡、被告為警所採尿液及扣案液體，雖均檢出含有GHB成分，惟被,True,㈡,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",270,丁酸濫用者尿液中，最高達到7mg/L，故尿液檢驗中，檢測,True,丁,天干,False
"data/filted/TPDM,110,訴,834,20250121,3.json",284,㈢、依上所述，本案實難排除被告原係向他人購入GBL即扣案液體,True,㈢,圍字數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",290,五、本案既不能證明被告犯持有或施用第二級毒品GHB罪，故就,True,五,中文數字,True
"data/filted/TPDM,110,訴,834,20250121,3.json",293,六、綜上，本案依檢察官所舉直接及間接證據，無從使本院形成,True,六,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",17,一、鄭煒奕明無拍攝成人影片及支付影片片酬之能力與意願，竟,True,一,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",23,㈠於民國106年間，鄭煒奕以社群網站FACEBOOK臉書暱稱「小雨,True,㈠,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",42,㈡鄭煒奕以不詳方式知悉代號AD000-A110562號成年女子（真實,True,㈡,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",60,㈢於111年6月9日前某不詳時間，以臉書暱稱「劉筱裴」在臉書,True,㈢,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",77,㈣於108年7月31日前某不詳時間，以不詳臉書暱稱在臉書社團,True,㈣,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",95,㈤於109年6月11日前某不詳時間，以臉書暱稱「丁雨芳」（下,True,㈤,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",113,㈥於109年9月前某不詳時間，以臉書暱稱「丁小雨」（下逕稱,True,㈥,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",128,㈦於110年4月前某不詳時間，以不詳臉書帳號暱稱在臉書應徵,True,㈦,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",135,㈧於111年3月前某不詳時間，以臉書暱稱「劉筱裴」在臉書應,True,㈧,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",145,二、案經A女、B女、C女、D女、E女、F女、追加A女、追加B女訴,True,二,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",149,壹、程序部分：,True,壹,大寫中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",150,一、按性侵害犯罪防治法所稱性侵害犯罪，係指觸犯刑法第221,True,一,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",166,二、證據能力：,True,二,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",167,㈠被告及其辯護人以告訴人B女與「丁佩綺」之臉書對話截圖、,True,㈠,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",183,㈡至於被告爭執證人即告訴人A女、B女、C女於警詢證述之證據,True,㈡,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",186,㈢本院認定事實所引用之其餘各項供述及非供述證據，經檢察,True,㈢,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",192,㈣又上開各項證據已經本院於審理時合法踐行調查程序，自得,True,㈣,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",194,貳、認定事實所憑之證據及理由：,True,貳,大寫中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",195,一、訊據被告固坦承確有與告訴人A女、B女、C女、追加A女、追,True,一,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",203,㈠被告以一人分飾多角之方式，向各告訴人佯稱將拍攝成人影,True,㈠,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",255,丁雨芳」，「丁雨芳」傳送「工作意願同意書」給伊，伊於,True,丁,天干,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",328,㈡被告固辯稱係與各告訴人為性交易，並已經給付性交易對價為,True,㈡,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",344,㈢被告另辯稱：其與告訴人A女之性交易行為次數為4次，然告訴,True,㈢,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",350,㈣綜上，被告所辯，顯不足採，本案事證業已明確，被告之犯行,True,㈣,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",352,二、論罪科刑：,True,二,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",353,㈠按刑法第339條第1項、第2項分別規定詐欺取財罪及詐欺得利,True,㈠,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",369,未遂罪。,True,未,地支,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",370,㈡被告係基於以網際網路對公眾散布而犯詐欺得利之犯意，出,True,㈡,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",377,㈢按刑法處罰之加重詐欺取財罪係侵害個人財產法益之犯罪，,True,㈢,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",384,㈣被告就事實欄一、㈥至㈧所為，已著手為詐欺行為，係因告訴,True,㈣,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",387,㈤爰以行為人之責任為基礎，審酌被告欠缺尊重他人財產、身,True,㈤,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",409,三、沒收：,True,三,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",410,㈠附表二所示之物為被告使用瀏覽網頁、使用通訊軟體之電子,True,㈠,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",413,㈡被告以詐欺手段而騙得與各告訴人性交之不法利益，則前述,True,㈡,圍字數字,False
"data/filted/TPDM,111,侵訴,89,20250115,1.json",421,參、不另為無罪之諭知：,True,參,大寫中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",422,一、公訴意旨另以：被告透過網際網路貼文之方式，向公眾刊登,True,一,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",428,二、按犯罪事實應依證據認定之，無證據不得認定其犯罪事實；,True,二,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",450,三、經查，證人及告訴人A女、B女、C女、追加A女、追加B女於,True,三,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",460,四、從而，依本案卷內事證，檢察官所指被告之以其他違反意願,True,四,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",492,一、冒用政府機關或公務員名義犯之。,True,一,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",493,二、三人以上共同犯之。,True,二,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",494,三、以廣播電視、電子通訊、網際網路或其他媒體等傳播工具，,True,三,中文數字,True
"data/filted/TPDM,111,侵訴,89,20250115,1.json",496,四、以電腦合成或其他科技方法製作關於他人不實影像、聲音或,True,四,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",32,丙○○共同犯圖利聚眾賭博罪，處有期徒刑拾月。扣案如附表二編,True,丙,天干,False
"data/filted/TPDM,111,易,564,20250113,1.json",36,丁○○共同犯圖利聚眾賭博罪，處有期徒刑拾月。扣案如附表二編,True,丁,天干,False
"data/filted/TPDM,111,易,564,20250113,1.json",38,伍拾萬元沒收，於全部或一部不能沒收或不宜執行沒收時，追徵,True,伍,大寫中文數字,False
"data/filted/TPDM,111,易,564,20250113,1.json",40,乙○○共同犯圖利聚眾賭博罪，處有期徒刑捌月。扣案如附表二編,True,乙,天干,False
"data/filted/TPDM,111,易,564,20250113,1.json",44,戊○○共同犯圖利聚眾賭博罪，處有期徒刑陸月，如易科罰金，以,True,戊,天干,False
"data/filted/TPDM,111,易,564,20250113,1.json",48,己○○無罪。,True,己,天干,False
"data/filted/TPDM,111,易,564,20250113,1.json",50,一、緣大牛科技有限公司（案發時址設臺北市○○區○○○路0段00號,True,一,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",60,二、詎丙○○、丁○○、乙○○及戊○○均知悉大牛公司係以協助境外賭,True,二,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",89,三、案經臺北市政府警察局中山分局報告臺灣臺北地方檢察署檢,True,三,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",92,甲、有罪部分,True,甲,天干,True
"data/filted/TPDM,111,易,564,20250113,1.json",93,壹、程序事項,True,壹,大寫中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",94,一、我國法院對於本案具有刑事審判權,True,一,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",95,㈠、按本法於在中華民國領域內犯罪者，適用之；犯罪之行為或,True,㈠,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",101,㈡、被告乙○○之辯護人雖質以我國法院對於本案不具刑事審判權,True,㈡,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",117,㈢、至警方前往大牛公司執行搜索時，雖發現大牛公司內部文件,True,㈢,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",126,㈣、又檢察官雖未指明大牛公司協助境外賭博網站營運時，其所,True,㈣,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",136,二、證據能力,True,二,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",137,㈠、供述證據,True,㈠,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",138,１、按被告以外之人於審判外之陳述，雖不符刑事訴訟法第159條,True,１,全形數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",145,２、本判決所引用被告以外之人於審判外之陳述，被告丁○○及其,True,２,全形數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",153,㈡、非供述證據,True,㈡,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",154,１、內政部刑事警察局偵查第九大隊偵查報告內所附BBO網站頁面,True,１,全形數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",157,⑴、按文書證據，如係以文書內容所「陳述之事實」作為證據資,True,⑴,括號數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",163,⑵、被告丙○○、丁○○、乙○○及戊○○之辯護人雖均爭執卷附內政部,True,⑵,括號數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",178,２、其餘卷內所存經本院引用為證據之非供述證據，與本案待證,True,２,全形數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",182,貳、認定犯罪事實所憑之證據及理由,True,貳,大寫中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",183,一、訊據被告丙○○、丁○○、乙○○及戊○○固均坦承大牛公司經「Vi,True,一,中文數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",200,㈠、被告丙○○辯稱：我在大牛公司任職期間僅從事遊戲研發，而大牛公司所研發之遊戲畫面中，均無出入金按鍵之設計，由此可見玩家參與大牛公司所研發之遊戲時，完全無法賭博財物，至於遊戲商向大牛公司購買遊戲後係如何運作，我並不清楚；警方至大牛公司搜索時雖有於在場人員之電腦內發現網頁開發之頁面，但網頁開發之業務係由另名主管負責，與我無關；我先前曾在設立星城Online網站之網銀國際股份有限公司（下稱網銀公司）任職，大牛公司所從事之營業項目與網銀公司相同，我不知道為何我之前在網銀公司服務時並無違法問題，我於大牛公司工作就會被認為觸犯刑事法律；倘若大牛公司確實係以協助他人從事賭博犯罪為業，則衡情大牛公司員工於任職期間應將領取相當可觀之薪資，然依照警方執行搜索時所扣得之帳冊資料可知，任職於大牛公司之員工均係領取固定薪資，並無獲取高額獎金或分紅，於此情形下，大家根本無須鋌而走險選擇於大牛公司任職等語；辯護人則為被告丙○○辯護稱：大牛公司係受歐洲遊戲發行公司Pragmatic Play（下稱PP公司）之委託而從事捕魚遊戲之開發，大牛公司所從事之遊戲開發不包含遊戲之儲值功能，大牛公司亦未參與任何現實金錢之得喪交易，且大牛公司並無從得知PP公司取得大牛公司協助研發之遊戲後究竟係如何運用該遊戲，亦無從得知遊戲商之金流運作，是大牛公司僅係單純從事遊戲開發，被告丙○○於大牛公司任職之行為自不得以賭博罪責相繩；大牛公司將研發完成之遊戲提供予PP公司後，僅會為維護遊戲之平衡性及正常運作等目的而協助PP公司處理遊戲失靈之情形，或是為研發新遊戲而分析PP公司所提供之玩家數據，然大牛公司所負責之業務並不包含遊戲或玩家之後臺管理，故被告丙○○於大牛公司任職之行為自與圖利聚眾賭博罪及圖利供給賭博場所罪之構成要件未合；警方至大牛公司執行搜索後，雖曾於在場人員之電腦內發現相關遊戲畫面有標註各國貨幣幣別之代號，或是出現「我的錢包」、「轉帳報表」等畫面，部分大牛公司員工之通訊軟體對話紀錄亦曾出現「輸錢」或「贏錢」等詞語，然PP公司有可能係以各地玩家熟悉之貨幣作為遊戲幣代號，而「轉帳」可能係指不同遊戲商間之遊戲幣轉帳功能，所謂「輸錢」或「贏錢」則係遊戲產業內對於玩家輸贏遊戲幣之代稱，自無從以上揭證據認定大牛公司所設計之遊戲具有出入金功能，況捕魚遊戲內有關各國貨幣幣別之代號非大牛公司所設定，被告丙○○並不知悉該等代號之實際意義，尚難認被告丙○○曾參與圖利聚眾賭博罪及圖利供給賭博場所罪之遂行；我國知名之娛樂遊戲場所湯姆熊育樂世界、上櫃電子遊戲公司鈊象電子股份有限公司（下稱鈊象公司）及星城Online網站所放置或開發之產品中，部分遊戲均類似於大牛公司所設計之捕魚遊戲，足見大牛公司之業務均與賭博犯罪無涉；本案檢警機關並未扣押相關銀行帳戶，足證大牛公司僅從事捕魚遊戲之設計，並未處理與遊戲有關之金流；BBO網站僅係供大牛公司內部進行測試使用，完全未對外營運，自無可能於該網站上放置賭博遊戲供賭客遊玩，公訴意旨認BBO網站係實際可供他人參與賭博之網站，顯有誤會，況大牛公司有關BBO網站之測試業務亦與被告丙○○無關等語。,True,㈠,圍字數字,True
"data/filted/TPDM,111,易,564,20250113,1.json",201,㈡、被告丁○○辯稱：大牛公司僅係單純從事遊戲軟體之開發，至於大牛公司將遊戲提供予客戶後，客戶是否會讓玩家透過遊戲從事賭博，我並不清楚；大牛公司內關於BBO網站之業務不是由我負責等語；辯護人則為被告丁○○辯護稱：大牛公司僅係單純受PP公司委託而開發捕魚遊戲及從事後續之軟體維護作業，PP公司將大牛公司所開發之捕魚遊戲提供予遊戲營運商後，遊戲營運商如何經營或如何透過捕魚遊戲獲利，被告丁○○均無從知悉，更未有參與，且一般娛樂遊戲與賭博遊戲之關鍵差異在於是否有以遊戲決定財物之得喪輸贏，然卷內均無任何證據資料顯示大牛公司所研發之捕魚遊戲具有可入出金之畫面，或是可於遊戲後出金之具體事證，故被告丁○○於大牛公司任職之行為自與圖利聚眾賭博罪及圖利供給賭博場所罪之構成要件未合；警方至大牛公司執行搜索後，雖曾於在場人員之電腦內發現「轉帳報表」或「錢包」等畫面，然此僅為PP公司要求大牛公司必須於捕魚遊戲內設置該等欄位，至於PP公司後續將串接何等應用程式，均非被告丁○○所得知悉及控制之範圍，而自大牛公司職員之電腦內所擷取之統計報表，雖亦有名稱為「currency」之欄位，然大牛公司僅係應PP公司之要求而設計該欄位，至於該欄位內所記載之「CNY」等文字則係PP公司自行回傳，況上揭「轉帳報表」、「錢包」等畫面僅係呈現遊戲內之遊戲幣數據，卷內亦無任何例如帳冊或轉帳證明等證據可證明前開畫面或上揭名稱為「currency」之欄位係代表現實之金錢流向，而被告丁○○及其他被告所參與之通訊軟體對話群組內，部分群組成員雖有提及「萬」、「輸錢」、「贏錢」及「人民幣」等詞語，但此等詞語僅係代表遊戲幣之輸贏，並非代表真實世界之金錢，故被告丁○○於大牛公司任職之行為，自無從以圖利聚眾賭博罪及圖利供給賭博場所罪相繩；大牛公司僅係受客戶委託而協助修復BBO網站，BBO網站並非實際可遊玩遊戲、甚至出入金之網站，故公訴意旨認BBO網站係由大牛公司實際營運之賭博網站，顯非事實，況大牛公司有關BBO網站之維修業務亦與被告丁○○無關；縱使大牛公司所研發之遊戲係可供他人賭博之遊戲，然被告丁○○僅係自大牛公司領取固定薪資，而依照目前實務見解，圖利聚眾賭博罪及圖利供給賭博場所罪之營利意圖，必須附麗於供給賭博場所等行為，故被告丁○○任職於大牛公司之行為顯與上開罪名之構成要件未合等語。,True,㈡,圍字數字,True
