"annotation_id","annotator","created_at","detected_symbol","file_path","has_comma_after_symbol","id","is_level_symbol","lead_time","line_number","line_text","sentiment","symbol_category","updated_at"
40,"1","2025-10-10T09:29:00.639155Z","㈢","data/filted/TPDM,109,易,187,20250116,1.json",False,40,True,0.667,378,"㈢經本院勘驗現名為「宸翰法律事務所」之臉書粉絲專頁紀錄","Positive","圍字數字","2025-10-10T09:29:00.639176Z"
41,"1","2025-10-10T09:29:01.816687Z","㈣","data/filted/TPDM,109,易,187,20250116,1.json",False,41,True,0.72,389,"㈣依本案合資契約上開條約內容，可見被告邱靖貽等3人約定合","Positive","圍字數字","2025-10-10T09:29:01.816704Z"
42,"1","2025-10-10T09:29:02.924212Z","㈤","data/filted/TPDM,109,易,187,20250116,1.json",False,42,True,0.634,394,"㈤從而，公訴意旨固稱被告邱靖貽等3人於104年7月至105年底","Positive","圍字數字","2025-10-10T09:29:02.924239Z"
43,"1","2025-10-10T09:29:04.171177Z","四","data/filted/TPDM,109,易,187,20250116,1.json",True,43,True,0.785,398,"四、公訴意旨固稱被告邱靖貽等3人以合資經營宸翰公司方式，","Positive","中文數字","2025-10-10T09:29:04.171197Z"
44,"1","2025-10-10T09:29:05.316135Z","㈠","data/filted/TPDM,109,易,187,20250116,1.json",False,44,True,0.678,402,"㈠按各合夥人之出資及其他合夥財產，為合夥人全體之公同共","Positive","圍字數字","2025-10-10T09:29:05.316155Z"
45,"1","2025-10-10T09:29:06.464543Z","㈡","data/filted/TPDM,109,易,187,20250116,1.json",False,45,True,0.686,414,"㈡被告邱靖貽、梁志遠均曾分別以梁志遠顧問工作室、邱靖貽","Positive","圍字數字","2025-10-10T09:29:06.464567Z"
46,"1","2025-10-10T09:29:07.688438Z","五","data/filted/TPDM,109,易,187,20250116,1.json",True,46,True,0.738,432,"五、被告邱靖貽固受附表一編號1至6 、8 至10「委託人」欄所","Positive","中文數字","2025-10-10T09:29:07.688455Z"
47,"1","2025-10-10T09:29:09.032205Z","六","data/filted/TPDM,109,易,187,20250116,1.json",True,47,True,0.82,444,"六、綜上所述，本件檢察官起訴所憑之證據，尚未達於通常一般","Positive","中文數字","2025-10-10T09:29:09.032227Z"
48,"1","2025-10-10T09:29:10.388412Z","陸","data/filted/TPDM,109,易,187,20250116,1.json",True,48,True,0.872,448,"陸、關於公訴意旨二之被告邱創智、林延慶部分","Positive","大寫中文數字","2025-10-10T09:29:10.388430Z"
49,"1","2025-10-10T09:29:11.843855Z","一","data/filted/TPDM,109,易,187,20250116,1.json",True,49,True,0.995,459,"一、被告邱創智未具律師資格，被告林延慶領有法務部96臺檢證","Positive","中文數字","2025-10-10T09:29:11.843882Z"
50,"1","2025-10-10T09:29:13.324851Z","二","data/filted/TPDM,109,易,187,20250116,1.json",True,50,True,1.024,476,"二、按稱合夥者，謂二人以上互約出資以經營共同事業之契約，","Positive","中文數字","2025-10-10T09:29:13.324883Z"
51,"1","2025-10-10T09:29:15.705621Z","二","data/filted/TPDM,109,易,187,20250116,1.json",False,51,True,1.906,486,"二人以上互約出資，實際經營事務所執行業務之共同事業，","Negative","中文數字","2025-10-10T09:29:15.705644Z"
52,"1","2025-10-10T09:29:17.072827Z","三","data/filted/TPDM,109,易,187,20250116,1.json",True,52,True,0.908,489,"三、縱被告邱創智有如公訴意旨所稱對外招攬、參與附表二案件","Positive","中文數字","2025-10-10T09:29:17.072847Z"
53,"1","2025-10-10T09:29:18.256743Z","㈠","data/filted/TPDM,109,易,187,20250116,1.json",False,53,True,0.733,496,"㈠被告林延慶等2人間曾透過Line而為如附表四所示對話內容，","Positive","圍字數字","2025-10-10T09:29:18.256779Z"
54,"1","2025-10-10T09:29:19.968561Z","申","data/filted/TPDM,109,易,187,20250116,1.json",False,54,True,1.254,503,"申報書可參(見他8031號卷一第435頁），審酌被告林延慶於","Negative","地支","2025-10-10T09:29:19.968579Z"
56,"1","2025-10-10T09:29:23.741901Z","二","data/filted/TPDM,109,易,187,20250116,1.json",False,56,True,1.925,514,"二案件處理情形，即推論宸翰法律事務所之整體經營狀態。","Negative","中文數字","2025-10-10T09:29:23.741926Z"
57,"1","2025-10-10T09:29:26.652395Z","㈢","data/filted/TPDM,109,易,187,20250116,1.json",False,57,True,2.452,524,"㈢至附表二案件之委託人主觀上如何認知、解讀被告林延慶等2","Positive","圍字數字","2025-10-10T09:29:26.652418Z"
58,"1","2025-10-10T09:29:27.952654Z","四","data/filted/TPDM,109,易,187,20250116,1.json",True,58,True,0.792,530,"四、綜上所述，依卷內現有事證，尚難證明被告林延慶等2人確","Positive","中文數字","2025-10-10T09:29:27.952677Z"
59,"1","2025-10-10T09:29:29.166407Z","壹","data/filted/TPDM,110,訴,834,20250121,3.json",True,59,True,0.765,26,"壹、有罪部分：","Positive","大寫中文數字","2025-10-10T09:29:29.166427Z"
60,"1","2025-10-10T09:29:30.336926Z","一","data/filted/TPDM,110,訴,834,20250121,3.json",True,60,True,0.713,27,"一、程序方面：","Positive","中文數字","2025-10-10T09:29:30.336943Z"
61,"1","2025-10-10T09:29:31.600791Z","㈠","data/filted/TPDM,110,訴,834,20250121,3.json",True,61,True,0.787,28,"㈠、本案逮捕被告林煒翔之程序為合法：","Positive","圍字數字","2025-10-10T09:29:31.600813Z"
65,"1","2025-10-10T09:29:36.126318Z","㈠","data/filted/TPDM,110,訴,834,20250121,3.json",True,65,True,0.635,116,"㈠、被告於110年1月15日下午5時40分為警所採尿液，係由被告本","Positive","圍字數字","2025-10-10T09:29:36.126344Z"
66,"1","2025-10-10T09:29:37.273020Z","㈡","data/filted/TPDM,110,訴,834,20250121,3.json",True,66,True,0.675,122,"㈡、上開尿液檢體經送台灣尖端先進生技醫藥股份有限公司（下","Positive","圍字數字","2025-10-10T09:29:37.273046Z"
67,"1","2025-10-10T09:29:38.455321Z","㈢","data/filted/TPDM,110,訴,834,20250121,3.json",True,67,True,0.694,132,"㈢、依毒品檢驗學上之常規，尿液中含毒品成分反應所使用之檢","Positive","圍字數字","2025-10-10T09:29:38.455351Z"
68,"1","2025-10-10T09:29:39.597808Z","㈣","data/filted/TPDM,110,訴,834,20250121,3.json",True,68,True,0.643,153,"㈣、再參以被告於偵查時、本院訊問時，原均坦承其有施用古柯","Positive","圍字數字","2025-10-10T09:29:39.597831Z"
69,"1","2025-10-10T09:29:40.648858Z","㈤","data/filted/TPDM,110,訴,834,20250121,3.json",True,69,True,0.583,162,"㈤、綜上所述，本案事證明確，被告嗣後改口辯稱沒有施用古柯","Positive","圍字數字","2025-10-10T09:29:40.648878Z"
70,"1","2025-10-10T09:29:41.772382Z","三","data/filted/TPDM,110,訴,834,20250121,3.json",True,70,True,0.643,165,"三、論罪科刑之法律適用：","Positive","中文數字","2025-10-10T09:29:41.772409Z"
71,"1","2025-10-10T09:29:42.840753Z","㈠","data/filted/TPDM,110,訴,834,20250121,3.json",True,71,True,0.596,166,"㈠、按古柯鹼、大麻分別係毒品危害防制條例第2條第2項第1款、","Positive","圍字數字","2025-10-10T09:29:42.840794Z"
72,"1","2025-10-10T09:29:43.884777Z","㈡","data/filted/TPDM,110,訴,834,20250121,3.json",True,72,True,0.582,174,"㈡、爰以行為人之責任為基礎，審酌被告前因施用毒品案件，經","Positive","圍字數字","2025-10-10T09:29:43.884798Z"
73,"1","2025-10-10T09:29:44.921035Z","貳","data/filted/TPDM,110,訴,834,20250121,3.json",True,73,True,0.583,194,"貳、無罪部分：","Positive","大寫中文數字","2025-10-10T09:29:44.921053Z"
74,"1","2025-10-10T09:29:46.048813Z","一","data/filted/TPDM,110,訴,834,20250121,3.json",True,74,True,0.626,195,"一、公訴意旨另以：被告基於施用第二級毒品GHB之犯意，於110","Positive","中文數字","2025-10-10T09:29:46.048835Z"
75,"1","2025-10-10T09:29:47.108129Z","二","data/filted/TPDM,110,訴,834,20250121,3.json",True,75,True,0.586,200,"二、按犯罪事實應依證據認定之，無證據不得認定犯罪事實；不","Positive","中文數字","2025-10-10T09:29:47.108161Z"
76,"1","2025-10-10T09:29:48.296055Z","三","data/filted/TPDM,110,訴,834,20250121,3.json",True,76,True,0.613,214,"三、公訴意旨認被告另涉犯施用第二級毒品GHB罪嫌，無非係以","Positive","中文數字","2025-10-10T09:29:48.296075Z"
77,"1","2025-10-10T09:29:49.344076Z","四","data/filted/TPDM,110,訴,834,20250121,3.json",True,77,True,0.578,219,"四、訊據被告固坦承扣案液體4瓶均為伊所有，且有於上開時、","Positive","中文數字","2025-10-10T09:29:49.344102Z"
78,"1","2025-10-10T09:29:50.914547Z","㈠","data/filted/TPDM,110,訴,834,20250121,3.json",True,78,True,0.806,225,"㈠、被告於110年1月15日中午12時許，在臺北市萬華區西門町某","Positive","圍字數字","2025-10-10T09:29:50.914571Z"
79,"1","2025-10-10T09:29:53.363198Z","㈡","data/filted/TPDM,110,訴,834,20250121,3.json",True,79,True,1.99,235,"㈡、被告為警所採尿液及扣案液體，雖均檢出含有GHB成分，惟被","Positive","圍字數字","2025-10-10T09:29:53.363221Z"
80,"1","2025-10-10T09:29:55.233812Z","丁","data/filted/TPDM,110,訴,834,20250121,3.json",False,80,True,1.421,270,"丁酸濫用者尿液中，最高達到7mg/L，故尿液檢驗中，檢測","Negative","天干","2025-10-10T09:29:55.233833Z"
81,"1","2025-10-10T09:29:56.669281Z","㈢","data/filted/TPDM,110,訴,834,20250121,3.json",True,81,True,0.895,284,"㈢、依上所述，本案實難排除被告原係向他人購入GBL即扣案液體","Positive","圍字數字","2025-10-10T09:29:56.669299Z"
82,"1","2025-10-10T09:29:57.965585Z","五","data/filted/TPDM,110,訴,834,20250121,3.json",True,82,True,0.841,290,"五、本案既不能證明被告犯持有或施用第二級毒品GHB罪，故就","Positive","中文數字","2025-10-10T09:29:57.965606Z"
83,"1","2025-10-10T09:29:59.092334Z","六","data/filted/TPDM,110,訴,834,20250121,3.json",True,83,True,0.67,293,"六、綜上，本案依檢察官所舉直接及間接證據，無從使本院形成","Positive","中文數字","2025-10-10T09:29:59.092358Z"
84,"1","2025-10-10T09:30:00.170861Z","一","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,84,True,0.6,17,"一、鄭煒奕明無拍攝成人影片及支付影片片酬之能力與意願，竟","Positive","中文數字","2025-10-10T09:30:00.170882Z"
85,"1","2025-10-10T09:30:01.378915Z","㈠","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,85,True,0.662,23,"㈠於民國106年間，鄭煒奕以社群網站FACEBOOK臉書暱稱「小雨","Positive","圍字數字","2025-10-10T09:30:01.378938Z"
86,"1","2025-10-10T09:30:02.394257Z","㈡","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,86,True,5.099,42,"㈡鄭煒奕以不詳方式知悉代號AD000-A110562號成年女子（真實","Positive","圍字數字","2025-10-10T09:30:12.731679Z"
87,"1","2025-10-10T09:30:19.950045Z","㈢","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,87,True,1.936,60,"㈢於111年6月9日前某不詳時間，以臉書暱稱「劉筱裴」在臉書","Positive","圍字數字","2025-10-10T09:30:19.950064Z"
88,"1","2025-10-10T09:30:21.280564Z","㈣","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,88,True,0.832,77,"㈣於108年7月31日前某不詳時間，以不詳臉書暱稱在臉書社團","Positive","圍字數字","2025-10-10T09:30:21.280586Z"
89,"1","2025-10-10T09:30:22.368119Z","㈤","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,89,True,0.623,95,"㈤於109年6月11日前某不詳時間，以臉書暱稱「丁雨芳」（下","Positive","圍字數字","2025-10-10T09:30:22.368138Z"
90,"1","2025-10-10T09:30:23.362020Z","㈥","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,90,True,0.501,113,"㈥於109年9月前某不詳時間，以臉書暱稱「丁小雨」（下逕稱","Positive","圍字數字","2025-10-10T09:30:23.362040Z"
91,"1","2025-10-10T09:30:24.327599Z","㈦","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,91,True,0.504,128,"㈦於110年4月前某不詳時間，以不詳臉書帳號暱稱在臉書應徵","Positive","圍字數字","2025-10-10T09:30:24.327623Z"
92,"1","2025-10-10T09:30:25.366991Z","㈧","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,92,True,0.582,135,"㈧於111年3月前某不詳時間，以臉書暱稱「劉筱裴」在臉書應","Positive","圍字數字","2025-10-10T09:30:25.367018Z"
93,"1","2025-10-10T09:30:28.100926Z","二","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,93,True,2.255,145,"二、案經A女、B女、C女、D女、E女、F女、追加A女、追加B女訴","Positive","中文數字","2025-10-10T09:30:28.100946Z"
94,"1","2025-10-10T09:30:29.411532Z","壹","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,94,True,0.823,149,"壹、程序部分：","Positive","大寫中文數字","2025-10-10T09:30:29.411553Z"
95,"1","2025-10-10T09:30:30.449225Z","一","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,95,True,0.586,150,"一、按性侵害犯罪防治法所稱性侵害犯罪，係指觸犯刑法第221","Positive","中文數字","2025-10-10T09:30:30.449242Z"
96,"1","2025-10-10T09:30:31.461884Z","二","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,96,True,0.555,166,"二、證據能力：","Positive","中文數字","2025-10-10T09:30:31.461899Z"
97,"1","2025-10-10T09:30:32.642394Z","㈠","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,97,True,0.679,167,"㈠被告及其辯護人以告訴人B女與「丁佩綺」之臉書對話截圖、","Positive","圍字數字","2025-10-10T09:30:32.642436Z"
98,"1","2025-10-10T09:30:33.581853Z","㈡","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,98,True,0.485,183,"㈡至於被告爭執證人即告訴人A女、B女、C女於警詢證述之證據","Positive","圍字數字","2025-10-10T09:30:33.581874Z"
99,"1","2025-10-10T09:30:34.614471Z","㈢","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,99,True,0.565,186,"㈢本院認定事實所引用之其餘各項供述及非供述證據，經檢察","Positive","圍字數字","2025-10-10T09:30:34.614491Z"
101,"1","2025-10-10T09:30:36.824209Z","貳","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,101,True,0.69,194,"貳、認定事實所憑之證據及理由：","Positive","大寫中文數字","2025-10-10T09:30:36.824247Z"
102,"1","2025-10-10T09:30:37.829487Z","一","data/filted/TPDM,111,侵訴,89,20250115,1.json",True,102,True,0.549,195,"一、訊據被告固坦承確有與告訴人A女、B女、C女、追加A女、追","Positive","中文數字","2025-10-10T09:30:37.829508Z"
103,"1","2025-10-10T09:30:38.987896Z","㈠","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,103,True,0.689,203,"㈠被告以一人分飾多角之方式，向各告訴人佯稱將拍攝成人影","Positive","圍字數字","2025-10-10T09:30:38.987915Z"
105,"1","2025-10-10T13:41:31.283423Z","㈡","data/filted/TPDM,111,侵訴,89,20250115,1.json",False,105,True,9.943,328,"㈡被告固辯稱係與各告訴人為性交易，並已經給付性交易對價為","Positive","圍字數字","2025-10-10T13:41:31.283444Z"
163,"1","2025-10-10T14:29:31.457062Z","甲","data/filted/TPDM,111,易,564,20250113,1.json",True,136,True,0.684,92,"甲、有罪部分","Positive","天干","2025-10-10T14:29:31.457098Z"
694,"1","2025-10-10T14:48:21.781240Z","㈠","data/filted/TPDM,111,易,564,20250113,1.json",True,159,True,0.69,235,"㈠、大牛公司經「Vic」、「Lucky」及「Justin」出資籌設後，","Positive","圍字數字","2025-10-10T14:48:21.781279Z"
242,"1","2025-10-10T14:33:32.637834Z","⑷","data/filted/TPDM,111,易,564,20250113,1.json",True,172,True,0.568,447,"⑷、據上可知，無論大牛公司研發捕魚遊戲時所製作之遊戲介紹","Positive","括號數字","2025-10-10T14:33:32.637852Z"
794,"1","2025-10-10T14:52:03.665672Z","③","data/filted/TPDM,111,易,564,20250113,1.json",True,187,True,0.948,648,"③、至證人甲○○於本院審理中雖復證稱：關於大牛公司所使用之","Positive","帶圈數字","2025-10-10T14:52:03.665692Z"
908,"1","2025-10-10T14:55:40.302435Z","丙","data/filted/TPDM,111,易,564,20250113,1.json",False,205,True,0.983,813,"丙○○、丁○○、乙○○及戊○○參與圖利聚眾賭博罪及圖利供給賭","Negative","天干","2025-10-10T14:55:43.788233Z"
1020,"1","2025-10-10T14:59:35.310402Z","㈡","data/filted/TPDM,111,金重訴,34,20250114,1.json",False,285,True,0.457,90,"㈡鍾榮吉、周偉馨、劉奕鐘均明知上開資金貸與及背書保證作","Positive","圍字數字","2025-10-10T14:59:35.310420Z"
828,"1","2025-10-10T14:52:44.372628Z","未","data/filted/TPDM,111,金重訴,34,20250114,1.json",False,307,True,1.6280000000000001,308,"未參與決策之形成過程，亦未曾對下級幕僚單位為任何指示","Negative","地支","2025-10-10T14:52:47.835969Z"
690,"1","2025-10-10T14:48:15.916487Z","②","data/filted/TPDM,111,金重訴,34,20250114,1.json",False,321,True,0.439,438,"②依證交法第174條第1項第8款之立法歷程及體系解釋，就該條","Positive","帶圈數字","2025-10-10T14:48:15.916508Z"
208,"1","2025-10-10T14:31:42.541935Z","申","data/filted/TPDM,111,金重訴,34,20250114,1.json",False,357,True,1.261,816,"申請書保證人制式欄位名稱及簽名身分均為連帶保證人，即","Negative","地支","2025-10-10T14:31:42.541958Z"
255,"1","2025-10-10T14:33:50.078871Z","八","data/filted/TPDM,111,金重訴,34,20250114,1.json",True,467,True,0.635,1956,"八、發行人之董事、經理人或受僱人違反法令、章程或逾越董事","Positive","中文數字","2025-10-10T14:33:50.078889Z"
746,"1","2025-10-10T14:50:22.157745Z","一","data/filted/TPDM,111,金重訴,34,20250114,1.json",True,469,True,4.246,1963,"一、律師對公司、外國公司有關證券募集、發行或買賣之契約、","Positive","中文數字","2025-10-10T14:50:22.157777Z"
512,"1","2025-10-10T14:43:08.602894Z","三","data/filted/TPDM,112,侵訴,82,20250115,1.json",True,517,True,0.822,494,"三、以廣播電視、電子通訊、網際網路或其他媒體等傳播工具，","Positive","中文數字","2025-10-10T14:43:08.602917Z"
994,"1","2025-10-10T14:59:05.965938Z","一","data/filted/TPDM,112,原訴,24,20250108,2.json",True,539,True,0.44,78,"一、組織犯罪防制條例第12條第1項中段明定「訊問證人之筆錄","Positive","中文數字","2025-10-10T14:59:05.965955Z"
627,"1","2025-10-10T14:47:00.655432Z","㈦","data/filted/TPDM,112,原訴,24,20250108,2.json",False,556,True,1.299,302,"㈦綜上所述，本案事證明確，被告犯行均堪認定，應依法論科","Positive","圍字數字","2025-10-10T14:47:00.655451Z"
662,"1","2025-10-10T14:47:44.551400Z","㈠","data/filted/TPDM,112,原訴,24,20250108,2.json",False,572,True,2.51,503,"㈠扣案之iphone 11 Pro手機（門號：0000000000號；IMEI：00","Positive","圍字數字","2025-10-10T14:47:44.551425Z"
